Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Process:string,PID:uinteger,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg:string,
"","489330250724","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4480","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18035029501","8865256","2705792","0","0","","","","","",
"","489330251299","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4481","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18035029901","8865256","","","","","","","","",
"","489330644230","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29de20","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8723","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18045859506","8864704","2791456","2","14","2743840","0","0","0","",
"","489330644633","0","C64XP_A","LM_tick: tick: 18312","Clock_LM_tick","Unknown","","","8724","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18045859789","18312","","","","","","","","",
"","489330644984","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8725","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18045860037","8865256","2705792","15","0","","","","","",
"","489330645353","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8726","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18045860296","8864704","","","","","","","","",
"","489330645773","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8727","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18045860587","8865256","2705792","0","0","","","","","",
"","489330646373","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8728","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18045861009","8865256","","","","","","","","",
"","489331249193","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd3a","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4482","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18035728428","8864704","2791456","2","14","2743610","0","0","0","",
"","489331249596","0","C64XP_B","LM_tick: tick: 19860","Clock_LM_tick","Unknown","","","4483","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18035728711","19860","","","","","","","","",
"","489331249947","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4484","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18035728959","8865256","2705792","15","0","","","","","",
"","489331250324","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4485","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18035729218","8864704","","","","","","","","",
"","489331250736","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4486","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18035729509","8865256","2705792","0","0","","","","","",
"","489331251310","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4487","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18035729909","8865256","","","","","","","","",
"","489331644233","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8a4","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8729","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18046559508","8864704","2791456","2","14","2795684","0","0","0","",
"","489331644636","0","C64XP_A","LM_tick: tick: 18313","Clock_LM_tick","Unknown","","","8730","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18046559791","18313","","","","","","","","",
"","489331644987","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8731","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18046560039","8865256","2705792","15","0","","","","","",
"","489331645356","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8732","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18046560298","8864704","","","","","","","","",
"","489331645776","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8733","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18046560589","8865256","2705792","0","0","","","","","",
"","489331646376","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8734","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18046561011","8865256","","","","","","","","",
"","489332249187","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd90","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4488","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18036428424","8864704","2791456","2","14","2743696","0","0","0","",
"","489332249590","0","C64XP_B","LM_tick: tick: 19861","Clock_LM_tick","Unknown","","","4489","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18036428707","19861","","","","","","","","",
"","489332249941","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4490","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18036428955","8865256","2705792","15","0","","","","","",
"","489332250319","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4491","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18036429214","8864704","","","","","","","","",
"","489332250730","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4492","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18036429505","8865256","2705792","0","0","","","","","",
"","489332251304","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4493","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18036429905","8865256","","","","","","","","",
"","489332644236","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8a4","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8735","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18047259510","8864704","2791456","2","14","2795684","0","0","0","",
"","489332644639","0","C64XP_A","LM_tick: tick: 18314","Clock_LM_tick","Unknown","","","8736","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18047259793","18314","","","","","","","","",
"","489332644990","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8737","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18047260041","8865256","2705792","15","0","","","","","",
"","489332645359","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8738","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18047260300","8864704","","","","","","","","",
"","489332645779","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8739","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18047260591","8865256","2705792","0","0","","","","","",
"","489332646379","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8740","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18047261013","8865256","","","","","","","","",
"","489333249190","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29ddf4","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4494","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18037128426","8864704","2791456","2","14","2743796","0","0","0","",
"","489333249593","0","C64XP_B","LM_tick: tick: 19862","Clock_LM_tick","Unknown","","","4495","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18037128709","19862","","","","","","","","",
"","489333249944","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4496","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18037128957","8865256","2705792","15","0","","","","","",
"","489333250321","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4497","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18037129216","8864704","","","","","","","","",
"","489333250733","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4498","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18037129507","8865256","2705792","0","0","","","","","",
"","489333251307","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4499","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18037129907","8865256","","","","","","","","",
"","489333644230","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea70","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8741","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18047959508","8864704","2791456","2","14","2812528","0","0","0","",
"","489333644633","0","C64XP_A","LM_tick: tick: 18315","Clock_LM_tick","Unknown","","","8742","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18047959791","18315","","","","","","","","",
"","489333644984","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8743","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18047960039","8865256","2705792","15","0","","","","","",
"","489333645361","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8744","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18047960298","8864704","","","","","","","","",
"","489333645773","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8745","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18047960589","8865256","2705792","0","0","","","","","",
"","489333646373","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8746","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18047961011","8865256","","","","","","","","",
"","489334249193","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2acdc4","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4500","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18037828428","8864704","2791456","2","14","2805188","0","0","0","",
"","489334249596","0","C64XP_B","LM_tick: tick: 19863","Clock_LM_tick","Unknown","","","4501","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18037828711","19863","","","","","","","","",
"","489334249947","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4502","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18037828959","8865256","2705792","15","0","","","","","",
"","489334250324","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4503","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18037829218","8864704","","","","","","","","",
"","489334250736","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4504","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18037829509","8865256","2705792","0","0","","","","","",
"","489334251310","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4505","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18037829909","8865256","","","","","","","","",
"","489334644233","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd3a","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8747","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18048659512","8864704","2791456","2","14","2743610","0","0","0","",
"","489334644636","0","C64XP_A","LM_tick: tick: 18316","Clock_LM_tick","Unknown","","","8748","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18048659795","18316","","","","","","","","",
"","489334644996","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8749","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18048660043","8865256","2705792","15","0","","","","","",
"","489334645364","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8750","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18048660302","8864704","","","","","","","","",
"","489334645776","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8751","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18048660593","8865256","2705792","0","0","","","","","",
"","489334646384","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8752","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18048661015","8865256","","","","","","","","",
"","489335249196","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea60","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4506","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18038528432","8864704","2791456","2","14","2812512","0","0","0","",
"","489335249599","0","C64XP_B","LM_tick: tick: 19864","Clock_LM_tick","Unknown","","","4507","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18038528715","19864","","","","","","","","",
"","489335249959","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4508","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18038528963","8865256","2705792","15","0","","","","","",
"","489335250327","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4509","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18038529222","8864704","","","","","","","","",
"","489335250739","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4510","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18038529513","8865256","2705792","0","0","","","","","",
"","489335251313","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4511","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18038529913","8865256","","","","","","","","",
"","489335644253","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd84","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8753","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18049359526","8864704","2791456","2","14","2743684","0","0","0","",
"","489335644656","0","C64XP_A","LM_tick: tick: 18317","Clock_LM_tick","Unknown","","","8754","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18049359809","18317","","","","","","","","",
"","489335645016","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8755","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18049360057","8865256","2705792","15","0","","","","","",
"","489335645384","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8756","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18049360316","8864704","","","","","","","","",
"","489335645796","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8757","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18049360607","8865256","2705792","0","0","","","","","",
"","489335646404","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8758","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18049361029","8865256","","","","","","","","",
"","489336249207","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2a7c60","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4512","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18039228440","8864704","2791456","2","14","2784352","0","0","0","",
"","489336249610","0","C64XP_B","LM_tick: tick: 19865","Clock_LM_tick","Unknown","","","4513","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18039228723","19865","","","","","","","","",
"","489336249970","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4514","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18039228971","8865256","2705792","15","0","","","","","",
"","489336250339","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4515","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18039229230","8864704","","","","","","","","",
"","489336250750","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4516","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18039229521","8865256","2705792","0","0","","","","","",
"","489336251324","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4517","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18039229921","8865256","","","","","","","","",
"","489336644281","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8759","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18050059546","8864704","2791456","2","14","2743782","0","0","0","",
"","489336644684","0","C64XP_A","LM_tick: tick: 18318","Clock_LM_tick","Unknown","","","8760","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18050059829","18318","","","","","","","","",
"","489336645044","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8761","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18050060077","8865256","2705792","15","0","","","","","",
"","489336645413","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8762","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18050060336","8864704","","","","","","","","",
"","489336645824","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8763","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18050060627","8865256","2705792","0","0","","","","","",
"","489336646433","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8764","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18050061049","8865256","","","","","","","","",
"","489337249261","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4518","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18039928478","8864704","2791456","2","14","2743782","0","0","0","",
"","489337249664","0","C64XP_B","LM_tick: tick: 19866","Clock_LM_tick","Unknown","","","4519","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18039928761","19866","","","","","","","","",
"","489337250024","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4520","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18039929009","8865256","2705792","15","0","","","","","",
"","489337250393","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4521","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18039929268","8864704","","","","","","","","",
"","489337250804","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4522","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18039929559","8865256","2705792","0","0","","","","","",
"","489337251379","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4523","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18039929959","8865256","","","","","","","","",
"","489337644250","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29de20","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","8765","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18050759520","8864704","2791456","2","14","2743840","0","0","0","",
"","489337644653","0","C64XP_A","LM_tick: tick: 18319","Clock_LM_tick","Unknown","","","8766","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18050759803","18319","","","","","","","","",
"","489337645004","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8767","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18050760051","8865256","2705792","15","0","","","","","",
"","489337645373","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","8768","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18050760310","8864704","","","","","","","","",
"","489337645793","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8769","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18050760601","8865256","2705792","0","0","","","","","",
"","489337646393","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","8770","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18050761023","8865256","","","","","","","","",
"","489338249204","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8b0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","4524","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18040628438","8864704","2791456","2","14","2795696","0","0","0","",
"","489338249607","0","C64XP_B","LM_tick: tick: 19867","Clock_LM_tick","Unknown","","","4525","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","18040628721","19867","","","","","","","","",
"","489338249967","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","4526","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","18040628969","8865256","2705792","15","0","","","","","",
"","489338250336","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","4527","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","18040629228","8864704","","","","","","","","",
